"ID","doi","smiles","DoU","NAts","NAtsBin","HOMO_indo","LUMO_indo","HOMO_pm7","LUMO_pm7","HOMO_qm_321","LUMO_qm_321","HOMO_qm_631","LUMO_qm_631"
"RACHOS","10.1002/anie.199626601","FC(F)(F)c1ccc(cc1)[Te](c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F",22.0,85.0,"(80, 90]","","",-10.9599295565885,-1.5714574866375002,-7.3881631549255005,-1.4196179580585,"",""
"RAKVOQ","10.1002/ejoc.201101009","CN(C)c1ccc(cc1)C(=C(C#N)C#N)C(C1=CC=CC2=NSN=C12)=C(C#N)C#N",20.0,43.0,"(40, 50]","","",-8.556892142823001,-2.0577249374810003,-5.8882716109695,-3.0702605751915,-5.993035443412,-3.1627792843615
"RAMMUQ","10.1039/C6OB02137A","CC(C)(C)N1C(=O)C2C(C1=O)C2(C)c1ccccc1",8.0,38.0,"(30, 40]",-11.426060582495,3.877078141924,-9.9748774177785,-0.06530732412,-6.501344116145999,-0.6182426683360001,-6.6828440544295,-0.7698100830644999
"RAVYAP","10.1021/ja0535817","COc1c(C)c(OC)c(OCc2ccccc2)c2C(COCc3ccccc3)N3C(Cc12)C1C(CC(N1C(=O)OC(C)(C)C)C3=O)C=NO",18.0,94.0,"(90, 100]",-10.3618233131895,3.7385721920195,-9.061935449351,-0.229119862121,-5.961198122903499,-0.355924916454,-5.9987498342725,-0.495791435611
"RAZYEW","10.1016/0040-4039(96)01769-8","CC(C)N(C(C)C)C(=O)C(O)(CCC(C)(C)C)C(O)(CCC(C)(C)C)C(=O)N(C(C)C)C(C)C",2.0,90.0,"(80, 90]",-10.529717558948,5.221048449543501,-8.779481272532001,1.7124124611965,-5.5579253964625,0.9896780742685,-5.7979298126035,0.7872253694965
"REGVAD","10.1021/acs.jpcc.7b03366","CC1(C)c2ccccc2c2ccc(cc12)c1ccc2c3ccc(cc3C(C)(C)c2c1)c1ccc2c3ccccc3C(C)(C)c2c1",27.0,83.0,"(80, 90]",-9.4116017472435,2.2838515472465,-8.3753922045395,-0.8462740750550001,-5.3522073254845015,-1.321384858028,-5.209891781673,-1.3099560763070002
"RELXIS","10.1002/ejoc.201700884","CC(C)c1cc(Br)cc(C(C)C)c1N=C1C(=O)c2ccccc2c2ccccc12",15.0,53.0,"(50, 60]","","",-8.672268415435,-1.487374306833,-5.396017655415,-2.845222420828,-5.39873879392,-2.8884885230575
"RENPIL","10.1021/ol302252h","CCCCOC1Oc2ccccc2C=C(C1C(=O)OC)C1=CC=CS1",10.0,47.0,"(40, 50]","","",-8.501108803470501,-0.847906758158,-5.3614591964015,-1.3085955070545,-5.312750817162,-1.3385280306095
"REXKEM","10.1039/c3ob27278h","COC(=O)C(CC1=CNc2ccccc12)NC(=O)C(C)c1ccc(c(O)c1)c1ccccc1",16.0,59.0,"(50, 60]",-10.1190977585435,3.1372005824145,-8.6899558157175,-0.3942929693745,-5.620783695928,-0.6446377118345,-5.598470360187,-0.7020537342900001
"RIFLUQ","10.1002/anie.201800303","Cc1ccc(cc1)S(=O)(=O)c1cc2C(=C(Oc2nc1c1ccccc1)c1ccccc1)CC=C",19.0,57.0,"(50, 60]","","",-9.0720036618195,-1.0489988936775,-6.173174812443,-1.631594647598,-6.021335283864,-1.6525474140865002
"RILVAM","10.1002/ejoc.201800698","CC(C)(C)P(=O)(c1ccccc1)c1c2ccccc2cc2ccccc12",14.0,49.0,"(40, 50]","","",-8.323418459094,-1.2215190748945,-5.465678801143,-1.863435648224,-5.3832283044415,-1.856360688111
"ROFYER","10.1107/S1600536808030122","NC1=NN=C(SCSC2=NN=C(N)S2)S1",6.0,21.0,"(20, 30]","","",-8.6284580855045,-1.514585691883,-5.694798663264001,-1.0751218233255002,-5.716567771304,-1.122741747163
"ROKWIX01","10.1021/ja012714v","CC(C)(C)c1cc(C=NC2CCCCC2N=Cc2cc(cc(c2O)C(C)(C)C)C(C)(C)C)c(O)c(c1)C(C)(C)C",11.0,94.0,"(90, 100]",-10.4597842993695,2.94971413942,-8.6496829658435,-0.2228612435595,-5.6235048344330005,-0.930085141009,-5.693710207862001,-1.017161573169
"ROMBUR","10.1107/S1600536808043481","COC(=O)C12C(=C)C(C)(CC3C4(C)CCC(=O)C(C)(C)C4CCC13C)C(=O)C(C)(O)C2=O",9.0,68.0,"(60, 70]",-10.983603461582,3.3026458035185,-9.8045341473655,-0.2097997787355,-6.131813507166999,-1.3222011995795,-6.3252864548725,-1.5611171603185
"ROMKAH","10.1039/C4OB01671H","O=C1OCCCCCCCCOC2C(=O)N(CCCCCCOc3ccccc13)c1ccccc21",12.0,72.0,"(70, 80]",-10.3122985923985,3.296387184957,-9.0763574834275,-0.358646054959,-5.9807903201395005,-0.7012373927384999,-6.0120834129470015,-0.79457244346
"ROMMEM","10.1107/S1600536809001962","NC(=S)NN=Cc1ccccn1",6.0,20.0,"(10, 20]","","",-8.5745795431055,-1.3739028311745,-5.496155552399,-1.8571770296625,-5.595749221682,-1.954865901992
"RUBRUC","10.1038/nchem.131","CCCCCCC1(CC)C(OC(=O)N(C(CO)Cc2ccccc2)C1=C)c1ccc(OC)cc1",11.0,73.0,"(70, 80]",-10.830675477600998,4.1059258901945,-9.179488632767,0.0740149673359999,-5.922285842281999,0.029932523555,-6.0420159365020005,-0.079457244346
"RUFCOL","10.1107/S1600536809039427","C(N1C=CC(=N1)c1ccccn1)c1c2ccccc2cc2ccccc12",17.0,43.0,"(40, 50]",-9.5623528204205,1.3352626644035002,-8.676622237043,-1.5094155287235,-5.669492075167501,-1.9997646873245,-5.5367005161235,-1.9458861449255
"RUGROB","10.1107/S1600536809048715","OC(=O)C=CC(=O)Nc1cc(Cl)ccc1Cl",7.0,23.0,"(20, 30]","","",-9.9906600211075,-1.50206845476,-6.8760448882845004,-2.3916086320445,-6.9435291232085,-2.4732427871945
"RUHWOH","10.1021/jo9004487","COC(=O)C(C)(C)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1",15.0,67.0,"(60, 70]",-10.794756449335,3.450947852041,-9.1661550540925,-0.4013679294874999,-6.1650113969280005,-0.6805567401004999,-6.1603854614695015,-0.7703543107655001
"RUWCUH","10.1107/S0108270197008822","CC(C(OC(=O)c1ccc(cc1)N(=O)=O)C(F)(F)F)c1ccccc1",10.0,39.0,"(30, 40]",-12.4674402883585,1.195668259097,-10.1686224793345,-1.7714611667550002,-7.198499801127,-2.443038149789,-7.0719668606445,-2.600319955378
"SADFAE","","CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1",17.0,65.0,"(60, 70]",-11.104422011204,4.167151506557,-9.462487037287,0.1338800144459999,-6.1968487174365,-0.2059901848285,-6.273856937128,-0.275923444407
"SAGYII","10.1107/S0108270188012041","O=C1S[Se]c2c1cccc2N(=O)=O",7.0,16.0,"(10, 20]","","",-8.529408643922501,-1.91023923051,-6.306510599188,-3.111349766617,-6.429506059614,-3.217474168312
"SAPDOF","","Cc1ccc(cc1)S(=O)(=O)N1C=CC2C=CC1C2OC(C)(C)C",8.0,46.0,"(40, 50]","","",-8.813223389994,-0.5151115189965,-5.6270423144895005,-0.8313078132774999,-5.7247311868190005,-0.9145746515305
"SAQVOV","10.1021/ja973076c","CC(C)CCCC(C)C1CCC2C3CCC4CC5(C)CCCC=C5C(=O)C4(C)C3CCC12C",7.0,85.0,"(80, 90]",-10.3623675408905,3.888506923645,-9.4627591511375,0.5352479439335001,-5.874393804594001,-0.5036827372755,-6.0069132497875,-0.6362021824690001
"SAWFOM01","10.1016/j.tetlet.2016.04.012","CCOC(=O)NN(C(Nc1ccccc1)C(=O)OCC)C(=O)OCC",7.0,48.0,"(40, 50]",-10.359374288535,4.0574896248055,-8.555531573570503,-0.423953379079,-5.300233580039,0.2391880745895,-5.348125617727,0.0900696845155
"SAWJAB","10.1016/S0040-4020(01)86172-X","CC(C)C1CCC2(C)C(Br)CC=C(C)C2C1OC(C)=O",4.0,47.0,"(40, 50]","","",-9.6009929871915,0.484906881591,-6.4466492321955,0.2111603479879999,-6.457805900066,0.015782603329
"SAXPOW01","10.1039/b103303b","[N]1SC2=NSN=C2S1",4.5,8.0,"(0, 10]","","",-8.0717131473815,-1.220158505642,-5.387310012198999,-1.514041464182,-5.509217017223,-1.619077410475
"SAYCIE","","ClC1(Cl)C2(CCCCC2)C(Cl)(Cl)C21CCCCC2",3.0,38.0,"(30, 40]","","",-10.7672729504345,-0.121907005024,-7.7712994564295,-0.4027284987400001,-7.7772859611405,-0.4394638685575
"SAYQUH","10.1021/jacs.7b03291","CC(C)(C)OC(=O)NC(C(Cl)C(=O)N1CCc2cccnc12)c1ccc(Cl)cc1Cl",11.0,52.0,"(50, 60]","","",-9.544121192437,-0.7888580525994999,-6.362566052391,-1.220158505642,-6.48719419592,-1.3605692525000002
"SECQAU","10.1107/S1600536812042602","CN(C)c1ccc(cc1)P(=[Se])(c1ccccc1)c1ccccc1",12.0,43.0,"(40, 50]","","",-7.673610584099999,-0.2217727881575,-4.8662119884915,-0.5945687633425001,-4.957370128409,-0.686271130961
"SELZEP","10.1021/ol060594w","CC(CI)CCC(=O)C(C)C1C(=O)CC2C3CCC4CC(CCC4(C)C3CC(=O)C12C)OC(C)=O",8.0,78.0,"(70, 80]","","",-8.888871040433001,0.4982404602655,-6.3051500299355,-0.5776977046114999,"",""
"SIHSIL","","CCCCCCCCC1(CCC(CC1)C1CCC(CCC)CC1)C#N",4.0,68.0,"(60, 70]",-11.418713508531498,6.543793876824,-10.374612664163,1.646833023226,-7.286120460987999,1.690915467007,-7.247480294217,1.4217948688625
"SILVAL05","10.1107/S010876810703652X","BrC1=C(Br)C(=C(Br)S1)Br",3.0,9.0,"(0, 10]","","",-9.4257516674695,-1.798128324104,-6.250183032134499,-1.9703763914705,-6.374266947962501,-2.1733733239435
"SILXUG01","10.1021/ja00179a009","CCOC(=O)c1ccc(OC(=O)c2ccc(cc2)c2ccc(cc2)C(=O)Oc2ccc(cc2)C(=O)OCC)cc1",20.0,66.0,"(60, 70]",-11.5569473445855,1.7603044988845,-9.876644317748,-1.4721359312050002,-6.686381534486,-1.970648505321,-6.617264616459,-2.032690463235
"SIQCIG","","CCN1COc2ccc3C=CC(=O)Oc3c2C1",8.0,30.0,"(20, 30]",-10.4831860905125,2.2345989403060003,-9.2951370192295,-1.0408354781625,-6.0060969082360005,-1.5262865874545,-6.032219837884001,-1.5768997636475002
"SOQMAO","10.1039/C4SC02964J","Cc1cc(C)c(c(C)c1)c1cccc(c1SSc1c(cccc1c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C",24.0,100.0,"(90, 100]","","",-7.9775617551085,-0.7564765043899999,-5.363363993355,-1.042196047415,-5.4071743232855,-1.1213811779104998
"SOYMOI","10.1039/dt9920000859","N#CC(C#N)=C1SN=S=N1",7.0,10.0,"(0, 10]","","",-9.1237052934145,-2.8188273773295003,-6.542977535272501,-4.243343384697,-6.6545442139775,-4.3970877102295
"SUCACB12","10.1021/cg400668w","OC(=O)CCC(O)=O",2.0,14.0,"(10, 20]",-12.3422679171285,4.1989888270655005,-11.2478260104175,0.3376932884705001,-7.085844667020003,-0.154560667084,-7.332924043274,-0.389122806215
"SUMYOO","10.1021/jo00086a030","COC(C(=O)OC1CC2CCC1N2C(=O)OC(C)(C)C)(c1ccccc1)C(F)(F)F",8.0,56.0,"(50, 60]",-11.5085110791965,3.8566696031365,-9.8518819573525,-0.0394565083225,-6.542977535272501,-0.356469144155,-6.7579474771675,-0.4644983428035
"SUVYOX","10.1107/S0108270198012463","CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(=O)CCC5(C)C4CCC3(C)C2C1",7.0,79.0,"(70, 80]",-10.848634991734,4.6430786310815,-9.272007341937,1.036209542704,-6.0156208930035,0.1091176540505,-6.115486676137,-0.0884370014125
"TAQPIL","10.1107/S1600536805017654","COC(=O)CC(C)=O",2.0,16.0,"(10, 20]",-12.172196760566,3.7472798352355,-10.5757047996825,0.4696685059629999,-6.790873253078001,-0.378782479896,-6.985434656185499,-0.5706227444985
"TASCUM06","10.1246/bcsj.20120114","CCCCCCCCOc1ccc2cc(OC(=O)c3ccc(CCCCCCCC)cc3)ccc2c1",12.0,80.0,"(70, 80]",-9.8507935019505,2.9113460864995004,-8.5027414865735,-0.608446569718,-5.5029583986615,-1.0914486543555,-5.4332972529335,-1.144510855203
"TASPIN","10.1016/j.jorganchem.2004.11.001","CCN1C(=O)C(=O)N(C1=S)c1cccnc1",8.0,25.0,"(20, 30]","","",-9.4208536181605,-1.9477909418790005,-6.702708365516,-2.7633161518275,-6.8472008201315,-2.9156999081075
"TEFWUY","10.1002/anie.201200959","CCOC(NC(=O)C1=CC=C(Br)N1)C=CC1=CN(CCS(=O)(=O)c2ccc(C)cc2)C(=O)N1C",12.0,61.0,"(60, 70]","","",-8.546007588803,-0.637290637871,-4.9731527317380015,-1.1564838646250002,-5.189211129035001,-1.31703103642
"TENPUZ","10.1016/j.molstruc.2012.10.055","CC1(C)CNP(=O)(NC1)NC(=O)C(Cl)(Cl)Cl",2.0,29.0,"(20, 30]","","",-8.829278107173497,-0.6032764065585,-6.5764475388840005,-1.2313151735125,-6.8635276511615,-1.2517237123
"TETROL08","10.1039/C5NJ00196J","CC#CC(O)=O",3.0,10.0,"(0, 10]",-12.95806156081,3.7146261731755,-11.217621373012,-0.1042196047415,-7.1519683326915,-0.975256040192,-7.1887037025090015,-1.134170528884
"THIOUR02","10.1107/S0567739468000835","NC(N)=S",1.0,8.0,"(0, 10]","","",-8.386004644709,0.0819062690005,-5.050977292981,0.6348416132165,-5.25723959166,0.337965402321
"THIOUR29","10.1021/acs.jpcc.8b00452","NC(N)=S",1.0,8.0,"(0, 10]","","",-8.451584082679501,0.0122451232725,-5.069208920964501,0.5714390860499999,-5.276831788896001,0.278644582912
"THXMAM03","10.1107/S0108270196013649","NC(CO)(CO)CO",0.0,19.0,"(10, 20]",-12.0717867497315,6.227053354842,-9.9890273380045,2.041942334152,-5.9413338118170005,1.129272479575,-6.4286897180625,0.637834865572
"TICGAN01","10.1007/s10870-007-9207-8","Oc1ccc(Sc2ccc(O)cc2)cc1",8.0,25.0,"(20, 30]","","",-8.4134881436095,-0.475655010674,-5.4376510745415,-0.4008237017865,-5.4354741637375,-0.478376149179
"TIHLAZ","10.1021/jo301764g","Cc1ccc(cc1)S(=O)(=O)N1CC(=C(Br)c2ccccc2)C2(CCCC=CC2)C1",12.0,55.0,"(50, 60]","","",-9.5351414353705,-0.4027284987400001,-6.3982129668065015,-0.7545717074365,-6.443655979840001,-0.8519884659154999
"TMANIA10","10.1039/p29720001071","C[N+](C)(C)[N-]N(=O)=O",1.0,17.0,"(10, 20]",-11.113673882121,3.6803398280125017,-9.789567885588,-0.1379617222035,-5.752214685719499,0.4372869577534999,-6.203651563699,0.107212857097
"TNONDX","10.1021/jo01334a010","O=C1CCCCC(=O)CS(=O)(=O)C1",3.0,25.0,"(20, 30]","","",-10.6916252999955,-0.235106366832,-7.112511824369,-1.809557105825,-7.3304750186195005,-2.0362279432915
"TOLDAM01","","Cc1ccc(N)cc1N",4.0,19.0,"(10, 20]",-9.5563663157095,4.836551578787001,-7.901097763118,0.6840942201569999,-4.492055444054,1.0451892997705,-4.5989961873005,0.8683152969454999
"TRIZIN04","10.1088/0022-3719/11/9/014","c1ncncn1",4.0,9.0,"(0, 10]",-11.769468261826,3.7565317061525,-11.273676826215,-1.158660775429,-7.268977288406497,-1.5763555359465,-7.532111381839999,-1.5774439913485
"TSCRBZ21","10.1016/j.saa.2013.04.026","NNC(N)=S",1.0,10.0,"(0, 10]","","",-8.363419195117501,0.1493905039244999,-4.9287981741065,0.910492943773,-5.1764217780615,0.618786896037
"TSEMHP","10.1107/S0567740874006121","CCC12CCC34C(C(CC13OC)C2=O)N(Cc1cc(OC)ccc41)S(=O)(=O)c1ccc(C)cc1",13.0,65.0,"(60, 70]","","",-9.051050895331,-0.315107838879,-5.8942581156805005,-0.6389233209740001,-6.034396748688001,-0.7774292708785001
"TUJNAN","","c1ccc(cc1)C(C#CC(c1ccccc1)c1ccccc1)c1ccccc1",18.0,50.0,"(40, 50]",-11.2832008109825,4.1943628916070015,-9.535413549221,0.1586423748415,-6.469778909487999,-0.0761918781399999,-6.3160345839555,-0.1357848113995
"TULYAB","10.1021/om900287c","C[Si](C)(C)[Si](C)(C)[Si]([Si](C)(C)[Si](C)(C)C)([Si](C)(C)[Si](C)(C)C)[Si](C)(C)[Si](C)(C)C",0.0,89.0,"(80, 90]","","",-9.3479271062265,-0.008163415515,-5.861604453620501,0.2898012507824999,-5.9094964913085,0.1932008338549999
"TUTRUW","10.1016/j.jfluchem.2010.02.005","CCCc1ccc(Oc2c(F)c(Br)c(Oc3ccc(CCC)cc3)c(F)c2Br)cc1",12.0,52.0,"(50, 60]","","",-9.3027562070435,-1.307234937802,-6.2798434418390014,-1.0288624687405,-6.202290994446501,-1.0772987341295
"UCUTAQ","","O=C(CSCC(=O)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1",18.0,57.0,"(50, 60]","","",-8.2469544671035,-0.158914488692,-5.538877426927501,-0.3654489012215,-5.5992867017385,-0.4400080962585
"UDIZEO","","Brc1cc(Br)c2ccccc2n1",7.0,17.0,"(10, 20]","","",-9.662218603554,-1.4087334040384998,-6.681483485177,-1.831326213865,-6.674408525064,-1.919491101427
"UDUXIC","","CC1=CSC(=S)N1Cc1ccccc1",7.0,25.0,"(20, 30]","","",-8.0972918493285,-0.9303572548595,-5.3674457011125005,-0.774980246224,-5.42050790196,-0.816885779201
"UGUHOT01","10.1016/j.phytochem.2006.03.012","C[NH+]1CC(O)CC1C(=O)[O-]",2.0,21.0,"(20, 30]",-8.4254611530315,2.7170567972425004,-8.9675119432275,-0.2176910804,-4.280895096066,1.174443378758,-4.8368236926375,0.6598760874625
"ULAVEK","10.1007/s10593-015-1739-9","CC1=NON=C1C1=NN(C=C1)N(=O)=O",7.0,19.0,"(10, 20]",-11.717766630231,1.4732243866069998,-10.586861467553002,-1.639213835412,-7.8012319799845,-2.863726162662,-7.710073840066999,-2.9225027543700004
"UNIJUY","10.1021/acs.jmedchem.6b00191","CC1Cc2c(C)c(Br)c(C)c(C)c2O1",5.0,29.0,"(20, 30]","","",-8.680976058651003,0.1270771681834999,-5.423773268165999,0.17959514133,-5.491801730791,0.0672121210735
"UNUNOH","10.1107/S1600536811008580","CC1=C(c2cc(F)ccc2O1)S(=O)(=O)C1CCCCC1",7.0,37.0,"(30, 40]","","",-9.7054847057835,-0.8598797675800001,-6.6918238114960005,-1.0675026355115,-6.5560390000965,-1.0849179219435
"UQAXEQ","10.1016/j.molstruc.2011.01.003","CN1C(CCC1=S)c1cccnc1",6.0,25.0,"(20, 30]","","",-8.269267802844501,-0.7649120337555,-5.2773760165970005,-0.901241072856,-5.3614591964015,-1.029678810292
"UREAXX07","10.1107/S0567740880006693","NC(N)=O",1.0,8.0,"(0, 10]",-11.7479712676365,5.589762716971,-10.297876558322,1.73064408918,-5.844461281039,2.155685923661,-6.2931770205135,1.3385280306095
"URELIO05","10.1039/C6CE01652A","OC(=O)C=Cc1c(F)cccc1F",6.0,19.0,"(10, 20]",-11.830421764338,1.5477835816440002,-10.2301202095475,-1.5910496838735,-6.80828853951,-2.1037121782155,-6.7671993480845,-2.1622166560730003
"UROBUA07","10.1039/C8SC00159F","OCCCCCCc1ccc2c(SC3=C2Sc2cc(CCCCCCO)ccc32)c1",11.0,62.0,"(60, 70]","","",-8.142190634661,-1.0315836072455,-5.5541158025555015,-1.077026620279,-5.4615970933855005,-1.0604276753985
"UXAQOA","10.1016/j.tetasy.2011.04.015","COC(=O)C1CCC(=O)N(C(C)c2ccccc2)C1C=O",8.0,40.0,"(30, 40]",-10.8004708401955,3.8653772463525,-9.669837791368,0.016871058731,-6.249366690583,-0.871852777002,-6.471411592590999,-1.116211014751
"UZUZIZ","10.1021/np2002435","CC1(C)CCC2(CCC3(C)C(=C2C1)C=CC1C2(C)CCC(O)C(C)(CO)C2CCC31C)C(O)=O",8.0,80.0,"(70, 80]",-10.339782091299,3.3992462204460003,-8.808325340685,0.314019383477,-5.714935088201001,-0.344496134733,-5.7603781012345,-0.4582397242420001
"VADTAX","10.1016/j.tet.2010.08.055","CC(C)C(C1CC1(C)C)N(Cc1ccccc1)Cc1ccccc1",9.0,55.0,"(50, 60]",-10.653257247075,4.237084766135498,-8.577300681610499,0.322727026693,-5.243089671433999,0.082722610552,-5.430848228279,0.012517237123
"VASWEU","10.1021/jacs.6b12077","CC(C)C12CCC3=C1N(CC1(CC=Cc4ccccc14)C3)C(=O)N(Cc1cccc3ccccc13)C2=O",19.0,69.0,"(60, 70]",-10.0668518992475,2.9769255244700004,-8.6807039448005,-0.2130651449415,-5.6999688264235,-0.8421923672975,-5.635477843855,-0.8827373310219999
"VATPAI","10.1107/S1600536803021731","CC(CC(C)=NO)=NO",2.0,19.0,"(10, 20]",-12.123760495177,3.8240159410765,-10.482369748961,0.1096618817515,-6.3922264620955005,-0.422864923677,-6.7416206461375,-0.5940245356414999
"VAXQEQ","10.1016/S0040-4039(97)10345-8","CN1CCO[Si](c2ccccc2)(c2ccccc2)c2ccccc12",13.0,45.0,"(40, 50]","","",-7.914159227941999,0.117008955715,-5.0947876229114994,-0.21224880339,-5.1203663248585,-0.275379216706
"VEMDOI","10.1016/j.tetlet.2012.10.061","COc1ccc(cc1)C(=O)C1CN(C)C2(C(=O)N(C)c3ccccc23)C21C(=O)c1cccc3cccc2c13",21.0,64.0,"(60, 70]",-10.097056536653,1.8593539404665,-8.776760134026999,-1.0223317363285,-5.2199599941415,-1.810101333526,-5.483094087575001,-1.8816672762075
"VEMFAX","10.1002/chem.201703988","CC(C)(C)c1ccc(cc1)c1nnc(c2ccc(cc2)C(C)(C)C)c2c3cc(cc4ccc5cc(cc(c5c34)c12)C(C)(C)C)C(C)(C)C",23.0,98.0,"(90, 100]",-9.5095627334235,1.70343270413,-8.5141702682945,-1.2775745280975002,-5.6705805305695,-1.7815293792235,-5.5617349903695,-1.7662910035955
"VENKUW","10.1021/ic3017134","ClP12=NP34=NP(=NP(=N1)(N1CCOCC1)N1CCOCC1)(Cl)Oc1ccccc1CN3CCN4Cc1ccccc1O2",14.0,74.0,"(70, 80]","","",-6.7242053597055,-0.24490246545,-5.677927604533,-0.417966874368,-5.8708563245375,-0.4383754131555
"VEPFAA","10.1021/acs.joc.7b02674","CCCCCC1=C(CCCCC)c2cc3cc(ccc3nc2N2c3ccc(cc3C=C12)c1ccccc1)c1ccccc1",23.0,83.0,"(80, 90]",-8.775127450924,1.686561645399,-8.1283128282855,-1.3026090023435002,-5.160911288583,-1.8196253182935,-5.065127213207,-1.782889948476
"VIPPUG","10.1016/j.bmcl.2007.08.052","COc1ccc2cc(ccc2c1)C1=C(N=C(N1)c1ccc(cc1C)S(C)=O)c1ccncc1",18.0,56.0,"(50, 60]","","",-8.584647755574,-1.021515394777,-5.562551331921,-1.486285851431,-5.4752027859105015,-1.49118390074
